GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G09200.1	1338.73706312303	1.95048768210856	0.0420666915682328	46.366557706228	0	0
AT5G02500.1	9049.94642164483	0.747980200783595	0.0188557745092415	39.6684952090936	0	0
AT2G22240.2	1021.0404172464	2.20996617633802	0.0519098316163892	42.573171738825	0	0
AT3G46940.1	1031.26821199156	4.85658066492357	0.0935597359678627	51.908875272925	0	0
AT4G02060.1	723.257007040538	3.29126008686752	0.0775826814518292	42.4226132079625	0	0
AT2G21790.1	1193.06110056846	3.31251203939693	0.056468634316478	58.6610970761571	0	0
AT2G29570.1	686.682109577467	3.51297540444539	0.0878929589027833	39.968792134203	0	0
AT3G20470.1	938.960748977466	2.11477230329218	0.0491647607092586	43.0139854803347	0	0
AT5G13930.1	3937.92582089442	0.836366986229028	0.0212217277820849	39.4108809055159	0	0
AT4G16370.1	1331.24686855188	2.25333625166273	0.0460611090492262	48.9205817700688	0	0
AT2G38530.1	1139.25484642718	2.56894543401233	0.0484569380257801	53.0150178421427	0	0
AT2G42750.1	1317.38813086484	1.48472054589937	0.0387485454664164	38.3168071995422	0	0
AT5G23420.1	683.148811465469	3.14360966611721	0.0790243521634234	39.7802649443577	0	0
AT3G12580.1	2456.57468861701	1.25877562056905	0.0272874625244	46.1301822931858	0	0
AT4G23680.1	2459.92109181877	1.34409466992514	0.0284126775561284	47.3061599798162	0	0
AT3G02480.1	1224.87966125584	4.1749074321792	0.0698908201686641	59.7347036721575	0	0
AT3G27060.1	3982.20728150952	4.28236950082361	0.042933514139949	99.7442111741541	0	0
AT5G05250.1	646.640346557847	2.69052851269121	0.0709502332017765	37.9213484054319	0	0
AT3G41768.1	8904.15323009947	0.893677062162171	0.0183585967215739	48.6789418448294	0	0
AT4G28310.1	460.394984689565	4.35659832285487	0.118829518869466	36.6625933042831	2.88306084286764e-294	1.00519517987048e-291
AT2G16440.1	492.049300300168	3.31306701785673	0.0921254760605534	35.9625497693936	3.22214462338818e-283	1.05320495976352e-280
AT1G64370.1	4106.92900148665	0.891260711505583	0.0249698947246588	35.6934108586941	5.00236471669641e-279	1.60172655556343e-276
AT4G36700.1	970.658019459767	7.34775137788333	0.212388766414131	34.5957627700335	2.92571005043035e-262	9.0005740855347e-260
AT1G07370.1	446.891260912832	3.64095170476784	0.105379475577213	34.5508618715801	1.38350681754381e-261	4.21486023569973e-259
AT5G46280.1	409.687243719871	3.18008232921207	0.0938539251264097	33.8833173458531	1.17313294158997e-251	3.47280552586337e-249
AT3G15353.1	4984.47640170768	0.727123209990953	0.022122584926259	32.8679136011757	6.31913917118191e-237	1.80262061865925e-234
AT3G23000.1	2283.33862202378	0.989208098513766	0.0301154455321112	32.8472011964426	1.24880380031817e-236	3.49876914733783e-234
AT5G02380.1	6232.18722659603	0.710300426770561	0.0217984452180536	32.5849123488075	6.70926860912897e-233	1.84675561127946e-230
