GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT5G01530.1	14806.6261257244	-0.858053476347696	0.0205996929769031	-41.6537021842882	0	0
AT4G38770.1	6733.91161178328	-1.3782954378269	0.0189196783387175	-72.8498346087808	0	0
AT5G01600.1	872.437230370176	-2.75219929313837	0.0587155328310441	-46.8734449035473	0	0
AT4G38970.2	19911.0256553197	-0.87570013954101	0.0199893508499745	-43.8083330526028	0	0
AT2G10940.1	6636.38996673239	-1.14495498506982	0.0258767730286717	-44.2464361302393	0	0
AT4G12550.1	717.385497500448	-2.61188807280325	0.0619371057101224	-42.1700052473778	0	0
AT1G42970.1	11711.3743473474	-0.72594045219553	0.0169524263642226	-42.8222153335877	0	0
AT4G22485.1	763.733306839888	-2.80461104607251	0.0709038397916835	-39.5551362847556	0	0
AT1G73330.1	1688.7100599643	-1.66033010665837	0.0360249412404867	-46.0883501675889	0	0
AT1G58290.1	1336.47648703212	-2.44630717080773	0.057311674153905	-42.6842734385739	0	0
AT3G14210.2	761.234566718528	-2.68967662405362	0.0688504923707286	-39.0654668026328	0	0
AT3G46780.1	3290.05735073182	-1.14123802657019	0.0255619467426245	-44.6459746615143	0	0
AT1G23310.1	7654.76424706976	-0.895889840743118	0.019084282785155	-46.9438569334131	0	0
AT1G31330.1	9700.17937903054	-1.76691998177114	0.0170326727522069	-103.737094434706	0	0
AT4G02770.1	16592.2500586442	-1.09242475548985	0.0145429531333139	-75.1171199876455	0	0
AT5G25980.2	1517.69059567758	-1.74793955471329	0.0446594181664225	-39.1393266298192	0	0
AT3G56940.1	8323.45113318384	-0.798714973256318	0.017932499606177	-44.5400803455863	0	0
AT1G03130.1	5361.85243701109	-1.54006879825926	0.022363368191566	-68.865690761201	0	0
AT4G37410.1	3871.59255879885	-0.906500180415694	0.0241071813973355	-37.6029103309393	0	0
AT1G20340.1	22270.6137376027	-0.606759902851625	0.0134837037037127	-44.9994983711009	0	0
AT3G28550.1	1876.90569576763	-3.3439847405717	0.0633771016501193	-52.7632954727491	0	0
AT1G60950.1	9748.16484951002	-2.07159789066028	0.0169188619894738	-122.443098829528	0	0
AT2G43150.1	5362.1140690675	-1.33487478621858	0.0301006765590558	-44.3470027525671	0	0
AT3G61470.1	11419.7845114321	-0.993989297010526	0.0165636517874763	-60.0102748937331	0	0
AT1G62515.1	1449.04263397342	-1.59737543638766	0.0392768849377224	-40.6696060270681	0	0
AT4G26530.1	1390.89830116789	-2.42088698620462	0.0509847597715258	-47.4825613978208	0	0
AT1G21310.1	13650.1194281681	-1.79619180801085	0.0199292384047806	-90.1284721236505	0	0
AT3G54590.3	1077.47062473145	-2.83685794384263	0.0601417036186	-47.169564098701	0	0
AT5G38410.1	63373.9268669857	-0.709533095967123	0.0156032637085228	-45.4733771870794	0	0
AT5G66570.1	31102.6662067186	-0.652571939096454	0.012039046240544	-54.2046210354089	0	0
AT3G01420.1	2771.02505010131	-1.16354342788884	0.0268137005007082	-43.3936161798372	0	0
AT3G27690.1	8124.33541453499	-1.01627150685164	0.0191267747380187	-53.1334488313691	0	0
AT2G13360.2	6186.49380468363	-1.38046199677349	0.0220950470957899	-62.4783459744937	0	0
AT4G22505.1	1213.23904929536	-2.7253609184161	0.0565072447790864	-48.2302920461053	0	0
AT5G13630.1	11641.3669446357	-0.860564260645469	0.0200328157825075	-42.9577284585677	0	0
AT5G54270.1	21678.119152621	-0.860280972812575	0.0168933476827969	-50.9242447954014	0	0
AT1G06680.2	17744.1940345519	-0.91433773286082	0.0146887234412462	-62.2475967035598	0	0
AT1G74470.1	6325.08435909804	-0.792772882090847	0.0199459838921151	-39.7459902895159	0	0
AT4G33010.1	14960.5515889581	-0.868853166598662	0.0164963516663171	-52.6694134662953	0	0
AT3G54580.1	2696.5404246151	-2.88689275943081	0.0381973329676898	-75.5783855870974	0	0
AT1G12090.1	2420.68548257763	-1.57072034031583	0.0313201616172688	-50.150454506269	0	0
AT2G05070.1	17516.5739357436	-0.683870936913081	0.0151232452481478	-45.2198536552092	0	0
AT2G30570.1	10610.2046960208	-1.1054739602493	0.0215644750838403	-51.2636619232016	0	0
AT4G09650.1	5929.03443217092	-1.02489664676521	0.0214302923545817	-47.8246693888939	0	0
AT2G01520.1	1509.28441756931	-1.80893094446244	0.0369238519093201	-48.9908514665514	0	0
AT1G15820.1	19988.7368040649	-0.598564427921355	0.0142053418944278	-42.1365731546488	0	0
AT1G32060.1	6304.06759819582	-0.958348425159363	0.0214613657677248	-44.6545870161068	0	0
AT4G04640.1	3298.67178289314	-1.03091371997933	0.0254106092796204	-40.5702086335305	0	0
AT1G37130.1	2773.00046337337	-1.42332535206627	0.0371198581747705	-38.3440406847693	0	0
AT1G08380.1	10126.0887766088	-0.846238010799545	0.0157663184906397	-53.6737863884933	0	0
AT3G32980.1	1266.08309914858	-1.50432919402823	0.0389408560438286	-38.631127994081	0	0
AT5G14740.9	10060.445504521	-0.848432732010047	0.0163329524677946	-51.9460724374845	0	0
AT4G12800.2	10710.0095909158	-0.983641702564935	0.0208577523697903	-47.1595253949612	0	0
AT4G03280.1	6218.9391766001	-0.88583180288326	0.0236772378516421	-37.4128016297233	2.41973521137097e-306	1.1086420160098e-303
AT5G47990.1	518.24007341404	-3.1203439985517	0.0841215731737062	-37.0932672895735	3.60716294876203e-301	1.6300423473118e-298
AT3G26520.1	6126.99073202193	-0.652198291181931	0.0177507867638333	-36.7419371242048	1.56389744397483e-295	6.97160120024887e-293
AT1G23390.1	649.395639013716	-2.25250967937164	0.0614980021042414	-36.6273635288762	1.04940332747354e-293	4.61569559555961e-291
AT3G26650.1	6969.54525144058	-0.696780489584032	0.0192417358996792	-36.2119349946824	3.95057996823019e-287	1.69249002586984e-284
AT1G79040.1	19819.4736493679	-0.489924801211882	0.0136361013866136	-35.9285097200023	1.09635957547592e-282	4.57806451592401e-280
AT4G37930.1	5899.79319952119	-0.756707600689282	0.0214577846213241	-35.2649452887737	2.02481616962086e-272	8.3493294754316e-270
AT3G47470.1	20463.9343375669	-0.937533367552115	0.026642582088561	-35.1892832472362	2.91652720298592e-271	1.18778270829752e-268
AT3G16140.1	4258.44053882915	-0.758108614998479	0.0216464963691751	-35.0222318692661	1.03236710527961e-268	4.15313732548339e-266
AT2G01530.1	520.147505983184	-2.43280613952255	0.0698912383615498	-34.8084566328266	1.81166752885066e-265	7.20039619779827e-263
AT3G54890.1	16039.9676864363	-0.880090695473539	0.0253928046978134	-34.6590581838849	3.26265459305949e-263	1.28129106804579e-260
AT1G29920.1	26551.0185747249	-0.78831369039533	0.0228702630381182	-34.4689385111765	2.34333068242419e-260	8.98858052928014e-258
AT3G09260.1	11631.3164570225	-1.0354408013214	0.0302965059815904	-34.1769048203309	5.32906868109973e-256	2.02063583508181e-253
AT1G62510.1	841.243968883123	-1.87796799088435	0.0551340504453821	-34.0618542572841	2.7096686752066e-254	1.01575625292858e-251
AT1G70850.3	1645.81287793652	-1.65935981206151	0.0489041725148957	-33.9308432538366	2.33824112024153e-252	8.66673012073345e-250
AT3G47070.1	1765.93742499	-1.16369531159266	0.0344949767009936	-33.7352108302524	1.76165381502942e-249	6.3860918736473e-247
AT4G19170.1	1158.48194549895	-1.51165106667589	0.0450965266558956	-33.5203435557329	2.43606720473647e-246	8.73488966846161e-244
AT1G09560.1	1637.71658300632	-1.14493853138902	0.0343574363399614	-33.3243295588191	1.71554318558593e-243	6.08519769958159e-241
AT4G19690.2	702.340936249384	-2.14676706294763	0.0651100716461519	-32.9713515693007	2.09152154348048e-238	7.1869909037848e-236
AT3G63140.1	2852.08225307233	-0.933950355347252	0.0284789410531991	-32.7944200454159	7.07177482875574e-236	2.40498668093809e-233
AT1G67740.1	12519.7615409692	-0.924033451679321	0.0282265190493103	-32.7363586726751	4.74788200428043e-235	1.59819521997146e-232
AT1G30380.1	5922.34112038153	-0.676686110306967	0.0207071420654124	-32.6788751518372	3.11745429156672e-234	1.03877355727478e-231
AT2G15620.1	1539.04445208934	-1.37180595031121	0.0420045566116474	-32.6585032903506	6.06880171775293e-234	2.00197631065234e-231
