GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G09200.1	1366.38673556875	1.96021887081018	0.0415068917128222	47.2263469973262	0	0
AT2G22240.2	1004.49786879145	2.22367112123164	0.0531555004342564	41.8333211627254	0	0
AT3G46940.1	962.209579471249	5.0031691461778	0.101887065796044	49.1050469172709	0	0
AT4G02060.1	706.675334340146	3.24890436841025	0.0785156716623728	41.3790559212299	0	0
AT2G21790.1	1202.14510453032	3.31592130927413	0.0567566451663756	58.4234903164888	0	0
AT2G29570.1	677.471550977216	3.54311644969554	0.0899330026371785	39.3972884902967	0	0
AT3G20470.1	947.645700801043	2.10005492839916	0.0492426685529923	42.6470577267598	0	0
AT5G13930.1	3939.91134329565	0.826887042922871	0.0219367159809703	37.6942038015253	0	0
AT4G16370.1	1346.60399005547	2.24644349668978	0.0472239369498935	47.57001727902	0	0
AT2G38530.1	1146.87182616356	2.56020400902966	0.0489317996412008	52.3218853139004	0	0
AT2G42750.1	1328.42127111028	1.47761495369562	0.0390870916897654	37.8031439489912	0	0
AT5G23420.1	806.486287175896	3.18285292984436	0.0746053843429958	42.6625096549506	0	0
AT3G12580.1	2451.82995060529	1.24965390930748	0.028021799194005	44.5957770468511	0	0
AT4G23680.1	2469.5034986502	1.33612864449051	0.0287318390217237	46.5034153741527	0	0
AT3G02480.1	1218.33548550697	4.16406322276323	0.0701125603833408	59.3911162279083	0	0
AT3G27060.1	3980.42260035813	4.27427108764388	0.0434184349820393	98.4436930859439	0	0
AT5G05250.1	665.319896515089	2.7023198226377	0.0719744320750271	37.5455525626206	0	0
AT3G41768.1	8614.65391444273	0.908617473778396	0.022864202881492	39.7397398233332	0	0
AT4G28310.1	456.13058147991	4.3250311687193	0.118920924390078	36.3689669492693	1.31778406164985e-289	5.71987639811912e-287
AT2G16440.1	490.661494263421	3.29564432478507	0.0913965624080565	36.0587339168301	1.0063324541707e-284	4.25601217925422e-282
AT4G36700.1	964.884042857992	7.33940686377114	0.21260668475195	34.5210540878999	3.87646426249977e-261	1.50443297754521e-258
AT1G07370.1	444.135225095631	3.6256712683625	0.107155606730873	33.8355722017287	5.91629032311605e-251	2.16851761309947e-248
AT5G46280.1	395.004067081511	3.52110642406184	0.105671300860986	33.3213123655397	1.89716663840249e-243	6.65784394336396e-241
AT1G64370.1	4122.81479464894	0.879908102708327	0.0265165520771059	33.1833528035505	1.87163051970143e-241	6.49908921935904e-239
AT5G02500.1	9668.9748607893	0.735828930492354	0.0227160755831056	32.3924318617607	3.50813122736148e-230	1.11275223969423e-227
AT3G15353.1	4881.39267000613	0.712187514748681	0.0222067913183532	32.0707077640739	1.12952064499897e-225	3.51515349407793e-223
AT5G02380.1	6256.64977042332	0.701146047398508	0.022000260318239	31.8698977764928	6.97859901004496e-223	2.15149555274171e-220
AT3G23000.1	2287.67164902646	0.979540766077028	0.0313045099111443	31.2907235685013	6.23995204536363e-215	1.85444628894104e-212
AT4G26960.1	441.89928035391	4.81986264791205	0.154922196634037	31.1115046948224	1.68333680208649e-212	4.95802807385974e-210
AT5G54970.1	456.585774736176	3.71937418871526	0.120254452913183	30.9292013610543	4.83841099550209e-210	1.41247346831525e-207
AT3G48490.1	583.354394873173	6.48908157321287	0.210930135924185	30.764127395932	7.91482539755216e-208	2.27038487143001e-205
AT4G35050.1	378.489270226813	3.96315091906028	0.12887976806883	30.7507607939185	1.19447734520523e-207	3.39684643651983e-205
AT5G06910.1	487.435199335086	3.09451896640885	0.101764427182125	30.4086511573507	4.22130463374371e-203	1.17018821225158e-200
AT5G42530.1	648.973415265192	1.90045297699702	0.0627138154044938	30.3035776844289	1.02844742249556e-201	2.82720196444029e-199
AT3G56970.1	341.297257071423	3.688613202729	0.125113182279195	29.4822107113997	4.86785285168383e-191	1.25453695211989e-188
AT4G14690.1	366.416799092536	2.49607118098404	0.0850112111668155	29.3616706164327	1.6956969271441e-189	4.33625195601779e-187
AT2G30766.1	507.40919871154	2.6813973746316	0.0955962646269396	28.0491856569463	4.08693417977586e-173	9.98665072018119e-171
AT2G14247.1	289.652504161086	4.02692419360811	0.143817415390288	28.0002542298507	1.61323445052915e-172	3.91304250397468e-170
AT2G16780.1	293.70320237102	2.73131313182467	0.10096150015982	27.0530165211595	3.51977448968919e-161	8.11960285775294e-159
AT5G15970.1	1439.36819386692	0.978521955106239	0.0365621076117571	26.7632808670904	8.6506100819763e-158	1.95456387249475e-155
AT2G40550.1	256.412691944254	3.43846238252001	0.128979077433919	26.6590709976327	1.40483284221342e-156	3.15255957815893e-154
AT5G52300.1	572.55522076518	3.55152129626056	0.133814939426568	26.5405440639121	3.30213848825489e-155	7.36019894936164e-153
AT3G56360.1	1292.64613578567	1.20895922559607	0.0457196488394032	26.4428808244506	4.40582610153161e-154	9.68929276248832e-152
AT2G31270.1	247.343956058204	3.34489582879444	0.126907547295318	26.3569496068721	4.27235524105365e-153	9.33354004581971e-151
AT3G07800.1	275.587277798253	2.83391152821639	0.108473842119127	26.1252987158338	1.88135478966627e-150	4.03000855853968e-148
AT3G46940.2	334.64296427082	4.24456853647881	0.163171124464008	26.0129882074513	3.53085979959159e-149	7.46641045313637e-147
AT3G56240.3	2464.65235326754	0.816312896245481	0.0316947383360022	25.7554704377612	2.79925851875263e-146	5.8076691834347e-144
AT5G59690.1	924.281216107403	1.24466370044957	0.0488672015892236	25.4703289726345	4.20383916128035e-143	8.50774516885375e-141
